ID t A0
673 17 0.389912293988105
673 12 0.350697485844776
673 9 0.150823975533234
673 6 0
673 4 0.0845036307032074
673 3 0.0647843694346446
673 2 0
673 1 0
673 0 0
674 30 0.398030831248822
674 22 0.372376008972571
674 17 0.305784563207216
674 12 0.32790548125239
674 9 0.230662448971738
674 6 0.242433941064527
674 4 0.116878505176706
674 3 0.10343250225307
674 2 0.0390655430635323
674 1 0.00473685739621558
674 0 0.00839028687241556
675 30 0.383775403112937
675 22 0.400745633742714
675 17 0.402933881592194
675 12 0.336707800560914
675 9 0.338142367527321
675 6 0.23204604529805
675 4 0.237122382338395
675 3 0.205304797107214
675 2 0.18414737828221
675 1 0.20152937034186
675 0 0.199474852497786
676 30 0.394908452093783
676 22 0.353241242574578
676 17 0.298272751884335
676 12 0.271473408713299
676 9 0.217589474183414
676 6 0.156108240921884
676 4 0.104503691851417
676 3 0.0799736411225963
676 2 0.0389280525017385
676 1 0.0301154302682031
676 0 0.00536424870917614
677 30 0.487306736757893
677 22 0.413880190533113
677 17 0.353826373932202
677 12 0.325448579007195
677 9 0.282400663075765
677 6 0.223073257455203
677 4 0.15608535067951
677 3 0.117015065755911
677 2 0.0973439568646971
677 1 0.0724918709147017
677 0 0.0586553936084682
678 30 0.288793049421917
678 22 0.226545078750813
